-0.027507115	0.026307797	-0.035334736	-0.03808849	0.008440779	-0.012894079	-0.10912581	0.0061328593	0.046869304	-0.06133211	-0.025777202	-0.056501053	0.004216712	0.06986662	0.05320188	-0.02489824
0.031556033	0.12755881	-0.10998449	-0.10516554	-0.055162393	0.03662064	-0.17063826	-0.10402652	0.0727928	-0.12580344	-0.058492683	-0.17870028	0.07924095	0.0417948	0.06488443	-0.08565633
0.11581941	0.16339406	-0.12889336	-0.17745782	-0.11744064	0.089553304	-0.21764886	-0.10815424	0.13040994	-0.16882575	0.018445684	-0.21721697	0.009569985	0.005601797	0.10270732	-0.0666007
-0.38885155	-0.37167144	0.48077568	0.43827322	0.42540902	-0.3242386	0.5235595	0.27617854	-0.32352415	0.4206543	-0.16062845	0.47656518	-0.24254094	0.1206284	-0.43212214	-0.1646895
-0.03945548	-0.06403134	0.0031660085	0.051586762	0.013561389	-0.06976395	0.0018982887	0.0030671458	-0.008132816	0.036552154	-0.1365061	0.010375207	-0.045769274	0.024471916	-0.038013168	-0.04455433
0.0034270135	0.023602672	-0.040504485	-0.07561756	-0.018321672	0.09308846	-0.09960758	-0.09451407	0.04949802	-0.040562067	0.051559955	-0.12250814	0.05469225	-0.051556416	0.068216056	0.072500624
-0.31678557	-0.38443524	0.40995818	0.41072214	0.3894079	-0.27640802	0.47689408	0.3054541	-0.33905098	0.36217612	-0.27042094	0.446946	-0.25359902	0.21267553	-0.38083664	-0.22766867
0.0685106	0.070796765	-0.07182803	-0.11362577	-0.02718012	0.03286791	-0.069862135	-0.03386202	0.013405776	-0.061461046	0.03918679	-0.073228195	0.07528479	-0.032091636	0.0070763947	-0.000112287904
-0.26934376	-0.3332947	0.38695693	0.28252268	0.304431	-0.22903098	0.35655183	0.21107055	-0.24530423	0.3176147	-0.21871354	0.4101797	-0.19316772	0.09044357	-0.4085967	-0.13028201
-0.00047213453	-0.0006098128	0.003613088	0.0090547055	-0.029734496	-0.051501714	-0.0070906333	0.023896983	-0.009005255	0.0284016	0.019055502	0.028164143	0.017774248	0.060604777	0.030536063	-0.07353521
-0.3171748	-0.41706005	0.4048363	0.3683046	0.3230597	-0.3050031	0.4535714	0.2566863	-0.3690704	0.4282016	-0.25979325	0.38611335	-0.2776203	0.19830547	-0.42895803	-0.17969768
0.0928585	0.0668468	-0.037943177	-0.052755475	-0.04252895	0.0036898262	-0.12579781	-0.02987194	0.07530592	-0.06293252	-0.017650306	-0.080514446	0.0026355323	0.022755677	0.09882447	-0.029225042
-0.1915946	-0.20608677	0.24426717	0.22067577	0.15690945	-0.10457239	0.28947878	0.13055244	-0.11117122	0.23716617	-0.06849505	0.27756548	-0.14078113	0.016348947	-0.26755387	-0.01308167
0.2862632	0.35075834	-0.33848003	-0.38643947	-0.3032975	0.18248	-0.4494899	-0.30566588	0.20659414	-0.35970744	0.093372375	-0.39647174	0.19256271	-0.019992873	0.3256574	-0.0065731755
-0.017129917	0.03690622	-0.010479601	-0.04129057	-0.007091132	-0.010526267	-0.048709586	-0.00073011906	0.016734747	0.026537802	-0.014404216	-5.3105643e-05	-0.015938375	-0.07059791	0.06674624	0.025497215
-0.030930622	-0.017763471	-0.024171786	-0.010855241	-0.037720602	0.009483648	-0.02753505	0.0035703906	0.03682454	-0.027880473	-0.049683616	-0.04741096	-0.048453923	0.037670195	-0.027549196	0.009308986
0.077309	0.08977856	-0.088262424	-0.103157006	-0.027136326	0.06273871	-0.099129274	-0.045995764	0.055613667	-0.08664637	0.06773667	-0.023707759	0.043161523	-0.025477773	0.061518557	0.07427342
-0.08259704	0.007597577	0.06598881	0.054231796	0.054474447	-0.0076052872	0.12637617	0.0071312087	0.038469166	0.035563484	-0.03937152	0.088537745	-0.01379386	-0.055275075	-0.097457014	0.055054855
-0.04135006	0.02810709	-0.024576442	-0.032360703	0.008811095	-0.037813056	-0.05458539	0.056986384	-0.04418729	0.044822626	-0.07666795	-0.045432217	-0.10219178	0.122617185	-0.012692546	-0.10210449
-0.20320684	-0.27751565	0.30716977	0.26844898	0.23326099	-0.17893527	0.23083954	0.20533633	-0.18378232	0.2818361	-0.13803719	0.27327856	-0.15814099	0.13485833	-0.2128459	-0.14818342
-0.10987573	-0.122640975	0.10177762	0.13127626	0.09347226	-0.018893896	0.13556546	0.063724406	-0.05737288	0.04410642	0.007796818	0.08376366	-0.09992981	0.059691943	-0.0990986	0.0014271592
0.078019075	0.041361567	-0.014111825	0.016611548	-0.0062020877	0.0054956083	-0.03392867	-0.012435891	0.014168958	0.02896944	0.03206305	-0.071444385	-0.022327684	-0.015443456	0.038394187	-0.015955852
0.053487077	0.06366617	-0.11245012	-0.09520137	-0.031341657	0.0430908	-0.08203156	-0.036966383	0.07489227	-0.10431448	0.017252527	-0.11865895	0.057440136	-0.0007750162	0.13151138	0.02504894
0.030381076	0.057300903	-0.06868623	-0.01258051	0.05550206	-0.021714568	-0.10032754	0.020094814	0.005074966	-0.026037939	-0.12189374	-0.06946694	-0.04307892	0.061293174	-0.033075705	-0.16670167
-0.02686786	-0.019131703	0.05360701	-0.041316293	0.07509885	-0.022920141	0.0007980477	0.01751084	-0.055770468	0.037416317	-0.01630079	-0.037636247	0.01721363	0.066362366	-0.032874055	-0.084419355
-0.29849282	-0.30915368	0.37206775	0.28079873	0.27827716	-0.27855954	0.40956107	0.2652166	-0.302309	0.3551374	-0.1840682	0.3132511	-0.18379049	0.1486999	-0.299676	-0.25500053
-0.06490307	-0.029794322	0.061070394	0.07641154	0.001449115	-0.050153628	0.027839616	0.08942109	-0.073565274	0.02713534	-0.04369182	-0.0050129765	-0.11139263	0.042329974	0.010707024	-0.08441297
0.065656446	0.09574749	-0.12728731	-0.062167797	-0.11517586	0.14975859	-0.05237919	-0.11634697	0.123895556	-0.091380574	0.18460466	-0.14628853	0.13549745	-0.07676555	0.07106139	0.09455827
0.163295	0.15976536	-0.1901303	-0.1916471	-0.2048302	0.19528076	-0.2537416	-0.22613792	0.15017672	-0.17030048	0.18672408	-0.2363068	0.24053997	-0.15268113	0.25294676	0.2136509
-0.2325031	-0.22878902	0.2581167	0.3216167	0.26563442	-0.20789604	0.29657984	0.24422172	-0.25869808	0.2521222	-0.14709596	0.25379992	-0.17371435	0.12741499	-0.250731	-0.11391825
-0.34654424	-0.3431767	0.3648474	0.42981663	0.37653738	-0.3275908	0.43326116	0.3438208	-0.38685527	0.36584696	-0.31993	0.43136865	-0.35860735	0.2322944	-0.40634218	-0.26959145
-0.08283886	-0.07695506	0.10559398	0.06568946	0.061831824	-0.045096807	0.10426486	0.034310393	0.007416216	0.07427423	-0.03696503	0.100609146	0.018704921	-0.028465753	-0.065763354	-0.033252936
-0.27966222	-0.29963514	0.35595447	0.31676388	0.28498787	-0.32092097	0.31599042	0.29110566	-0.2954236	0.36343104	-0.33647972	0.29092747	-0.25412068	0.33246484	-0.35281312	-0.27726343
0.08245784	0.050881833	-0.042857114	0.014782637	-0.07139089	0.062138107	-0.08850311	-0.035075687	0.015933063	-0.043968886	0.15709434	-0.029997913	0.045284413	-0.098232806	0.020045435	0.11915697
0.12138529	0.12760383	-0.08464992	-0.1584313	-0.061354417	0.07594003	-0.14988141	-0.02425738	0.13048755	-0.100815706	-0.0060504065	-0.10933759	0.075513646	0.022080425	0.085015364	-0.03629214
-0.12759341	-0.08278296	0.11103406	0.07348725	0.07280765	-0.07518791	0.058346227	0.049276996	-0.0153223025	0.07082942	-0.06866326	0.13603823	-0.090099685	0.03459266	-0.0775657	-0.06071815
0.0026962906	-0.038706414	0.047808006	0.041115176	0.07585683	-0.0031179052	-0.037822455	0.07497354	-0.0013639093	-0.0094871055	-0.03331438	0.016648844	-0.047338374	0.08214889	-0.030272711	-0.1177628
0.02102452	0.042117935	-0.022882309	-0.08289052	-0.049848102	0.0774595	-0.07409797	-0.06700489	0.024605608	-0.10906671	-0.010800824	-0.09440377	-0.0053195693	0.04110641	0.075106874	0.016133847
